"","Group","Values"
"1","WT",7.15318966693243
"2","WT",4.77017818009298
"3","WT",3.39227024666856
"4","WT",10.3748758901606
"5","WT",10.3300770790939
"6","WT",8.81871211975371
"7","WT",6.67759728547471
"8","WT",8.81724738928012
"9","WT",4.03199642580985
"10","WT",-1.5206848700477
"11","WT",8.83910933803922
"12","WT",13.7650219864637
"13","WT",3.31954934182781
"14","WT",7.03285253099388
"15","WT",9.58553074429241
"16","WT",2.72690357365125
"17","WT",11.6876586041905
"18","WT",7.78998578942342
"19","WT",5.55003988855451
"20","WT",2.98895268499708
"21","WT",7.59679149593807
"22","WT",3.28514232017477
"23","WT",3.52836290844588
"24","WT",2.50300027612363
"25","WT",13.6022216717058
"26","WT",2.38111589720058
"27","WT",7.34245107840246
"28","WT",3.58100717228348
"29","WT",8.00194789489096
"30","WT",4.47337175987175
"31","WT",6.41039654589084
"32","WT",3.25615927819947
"33","WT",4.09718081203017
"34","WT",9.34715740132614
"35","WT",10.5318265232008
"36","WT",6.65562961184759
"37","WT",3.08217564244633
"38","WT",5.84803979221561
"39","WT",7.86984612469319
"40","WT",-2.52705388632714
"41","WT",7.75027135171231
"42","WT",3.60162378687305
"43","WT",5.52544573632555
"44","WT",8.42902941584872
"45","WT",1.61988066648328
"46","WT",9.0989618311696
"47","WT",12.7007274442487
"48","WT",6.92986468879464
"49","WT",9.59352647927409
"50","WT",5.70446073614254
"51","WT",14.1549235722709
"52","WT",9.23700563725538
"53","WT",8.81628376588419
"54","WT",12.1599512303975
"55","WT",-0.703847764173169
"56","WT",2.88040920722213
"57","WT",6.8046806868832
"58","WT",8.93917255469507
"59","WT",-4.33100118707751
"60","WT",6.6141245726094
"61","WT",7.45207808332625
"62","WT",8.29384940716188
"63","WT",7.69683494256129
"64","WT",3.54114772907484
"65","WT",1.17016079528596
"66","WT",9.8901436612419
"67","WT",9.2046230639681
"68","WT",6.81717665508921
"69","WT",7.6383827197412
"70","WT",13.3021574886918
"71","WT",9.91511671645178
"72","WT",9.02061553925976
"73","WT",3.62419835316902
"74","WT",11.1461393823016
"75","WT",7.51921119409066
"76","WT",4.76303658485218
"77","WT",9.61638904153144
"78","WT",5.86778774976037
"79","WT",-0.850509708775104
"80","WT",8.6550131348759
"81","WT",7.01692080528831
"82","WT",8.7992010148913
"83","WT",9.19266182064405
"84","WT",6.95643483000339
"85","WT",7.18706015234509
"86","WT",8.43937193096896
"87","WT",2.13259749923568
"88","WT",6.53436186181624
"89","WT",5.35412496601721
"90","WT",10.9167155516087
"91","WT",7.18426285901687
"92","WT",4.51138809521483
"93","WT",5.49927378241707
"94","WT",-0.431100883069883
"95","WT",5.93502666771992
"96","WT",7.1355420996959
"97","WT",2.16591033768338
"98","WT",4.79862806162091
"99","WT",3.53958135755679
"100","WT",3.19662710772472
"101","WT",3.64742800427972
"102","WT",10.6462567742738
"103","WT",3.90691442440755
"104","WT",6.1513624054944
"105","WT",4.93073368432762
"106","WT",10.9557376991846
"107","WT",7.38598306729025
"108","WT",3.93200192178041
"109","WT",2.78001302839079
"110","WT",7.50125860050328
"111","WT",9.15091253725612
"112","WT",9.16789120008848
"113","WT",1.62407487244478
"114","WT",3.34176637058661
"115","WT",4.09795420217543
"116","WT",7.33516767720852
"117","WT",3.18707584051375
"118","WT",5.13612886186169
"119","WT",7.27365318535295
"120","WT",11.6089388362043
"121","WT",6.34092464314183
"122","WT",3.65620388234821
"123","WT",1.85410277194134
"124","WT",3.91754338275044
"125","WT",5.58900872689836
"126","WT",10.6104742391223
"127","WT",3.96382448491675
"128","WT",6.47278080284544
"129","WT",5.4417804028383
"130","WT",9.1566175937754
"131","WT",10.5189795854756
"132","WT",8.49129577879642
"133","WT",7.75533207052172
"134","WT",5.06800585076665
"135","WT",6.25227853528135
"136","WT",5.71704850106832
"137","WT",11.4738884117597
"138","WT",4.59834311073344
"139","WT",5.87124748925986
"140","WT",5.06673447233885
"141","WT",7.60738131606039
"142","WT",7.6729991904307
"143","WT",5.23353987988418
"144","WT",2.72831684471373
"145","WT",3.65080996219685
"146","WT",3.49807423426141
"147","WT",3.74407716113556
"148","WT",4.08481080326989
"149","WT",8.89652730645501
"150","WT",8.31488656560357
"151","WT",7.06028740228095
"152","WT",5.07777190534859
"153","WT",4.06713968653621
"154","WT",5.07952806047447
"155","WT",4.29035837152327
"156","WT",5.96463937795815
"157","WT",6.19930101108738
"158","WT",1.50058439116368
"159","WT",3.5816897156469
"160","WT",5.33801024855291
"161","WT",3.82165701989509
"162","WT",4.3054089760408
"163","WT",0.730034045696801
"164","WT",11.0496130243144
"165","WT",10.1228192722568
"166","WT",-0.289179217658848
"167","WT",2.89880304506999
"168","WT",5.58318445898229
"169","WT",5.92785574413946
"170","WT",3.99367678117145
"171","WT",9.76261885405394
"172","WT",14.3876384081811
"173","WT",3.51902476337725
"174","WT",2.57229815422784
"175","WT",2.74319127754052
"176","WT",7.88625476476324
"177","WT",5.51443634600187
"178","WT",1.37840112870375
"179","WT",7.87884226406815
"180","WT",9.26428626556551
"181","WT",8.5859276077976
"182","WT",7.40848958723809
"183","WT",4.4771076656281
"184","WT",3.71618528042726
"185","WT",8.0565544336949
"186","WT",11.0996164843529
"187","WT",10.1744887799285
"188","WT",4.07397672678442
"189","WT",4.46957399791976
"190","WT",5.66708001417602
"191","WT",10.3381850953578
"192","WT",5.71204136067236
"193","WT",7.18864501793442
"194","WT",8.01246972770835
"195","WT",11.515874869095
"196","WT",9.71806993673444
"197","WT",3.42139406601519
"198","WT",9.46910011069236
"199","WT",4.09114836703573
"200","WT",2.2718934392618
"201","WT",6.54818675651815
"202","WT",7.91623595371338
"203","WT",8.52328033748005
"204","WT",3.59488487033355
"205","WT",-1.12061355158355
"206","WT",5.2956130758176
"207","WT",6.39913582663703
"208","WT",7.14714212826581
"209","WT",1.24251254165623
"210","WT",6.14692274085908
"211","WT",8.2142624504537
"212","WT",2.79782512933452
"213","WT",7.62403438625153
"214","WT",5.872496736112
"215","WT",6.59850612870488
"216","WT",11.1172344914175
"217","WT",2.66655972318312
"218","WT",9.29438607063042
"219","WT",8.50780563521169
"220","WT",7.32418805575507
"221","WT",4.45320081459627
"222","WT",8.75990579480822
"223","WT",6.63949613037505
"224","WT",8.48390379496962
"225","WT",5.7534343949309
"226","WT",14.1346363875727
"227","WT",2.90361564609546
"228","WT",5.52969297140839
"229","WT",3.92932498088523
"230","WT",3.99605581778369
"231","WT",10.293079049566
"232","WT",10.9673579242456
"233","WT",-0.187813158369249
"234","WT",5.06887690687401
"235","WT",3.74401329308427
"236","WT",9.32645099159233
"237","WT",1.79159869465216
"238","WT",2.70324699194822
"239","WT",8.52064311683383
"240","WT",8.22302433880897
"241","WT",5.29976069551629
"242","WT",8.23853526621363
"243","WT",1.01026615970425
"244","WT",-1.80413084250707
"245","WT",7.2551366867084
"246","WT",5.43458431980458
"247","WT",8.34238619015339
"248","WT",5.46447080049188
"249","WT",12.3244814042733
"250","WT",4.73994236545626
"251","WT",6.24947302658081
"252","WT",3.46951481216476
"253","WT",3.18648411941472
"254","WT",1.69631101734305
"255","WT",6.72350184975489
"256","WT",8.78850190371617
"257","WT",4.3825181890384
"258","WT",7.3142939591476
"259","WT",7.2960821209466
"260","WT",9.69535542100615
"261","WT",3.83206147654428
"262","WT",3.68886688177347
"263","WT",8.96551945577499
"264","WT",4.05121631046249
"265","WT",-0.338521589206792
"266","WT",3.85427207683257
"267","WT",9.49713589230424
"268","WT",0.326053496379125
"269","WT",8.32538531733378
"270","WT",7.62094526455046
"271","WT",-0.0432010332549915
"272","WT",2.76773701108993
"273","WT",4.65884540504833
"274","WT",3.13657136040564
"275","WT",4.34727366759605
"276","WT",1.08143716365542
"277","WT",4.91350762052885
"278","WT",4.03554516683088
"279","WT",8.83871579648306
"280","WT",8.25350093006714
"281","WT",6.75184174949404
"282","WT",8.49336463106466
"283","WT",9.01794767417349
"284","WT",5.38894269124812
"285","WT",8.21332026134461
"286","WT",7.91837882070366
"287","WT",10.4619959981538
"288","WT",4.08512647094774
"289","WT",10.4745507011549
"290","WT",5.37487307095707
"291","WT",6.16760396659051
"292","WT",6.83511454727858
"293","WT",4.95073983115333
"294","WT",4.88181757313355
"295","WT",2.1331736945364
"296","WT",2.82304602408641
"297","WT",5.84254116706537
"298","WT",3.70715917400687
"299","WT",5.1036400769863
"300","WT",2.30340592252927
"301","WT",1.05804974250587
"302","WT",12.0182597598796
"303","WT",7.88812333760153
"304","WT",2.15307488753129
"305","WT",2.42005522171026
"306","WT",1.92463902718139
"307","WT",5.18207955525373
"308","WT",-0.60835811887951
"309","WT",4.46885803935611
"310","WT",3.21659369794264
"311","WT",6.05884405912443
"312","WT",4.45018384251359
"313","WT",2.30378901675502
"314","WT",11.6702467198909
"315","WT",5.48559031213238
"316","WT",4.9136994330379
"317","WT",4.34372805061518
"318","WT",5.0552688812457
"319","WT",4.91900954209572
"320","WT",7.87260017025505
"321","WT",6.97693716752224
"322","WT",8.49234325397592
"323","WT",1.32342614367023
"324","WT",11.1001420086438
"325","WT",10.1967624198715
"326","WT",5.60651787939716
"327","WT",3.51951751971817
"328","WT",7.2084600730671
"329","WT",4.83001525103073
"330","WT",7.94615932010569
"331","WT",2.88795706141913
"332","WT",5.5008171454411
"333","WT",5.78054003508506
"334","WT",2.27103501046251
"335","WT",6.49928962234495
"336","WT",12.0721402719131
"337","WT",4.8259796078398
"338","WT",4.62676814763229
"339","WT",5.82274249955979
"340","WT",10.1687127769782
"341","WT",0.986562314862212
"342","WT",4.36799677655469
"343","WT",7.28459123880838
"344","WT",1.43440199860883
"345","WT",3.58103678889326
"346","WT",8.36189284655836
"347","WT",7.76036217081216
"348","WT",4.19479620477928
"349","WT",4.44431551278719
"350","WT",10.9525952528495
"351","WT",2.97625538440621
"352","WT",5.95394042976947
"353","WT",6.51156772218384
"354","WT",10.3861253675409
"355","WT",5.17030496539855
"356","WT",3.05806929333986
"357","WT",11.4284355023273
"358","WT",-1.34253197342569
"359","WT",2.18948508535116
"360","WT",0.264398300032131
"361","WT",1.8271737069884
"362","WT",2.17342437369504
"363","WT",2.57493184729973
"364","WT",8.02394223102429
"365","WT",4.8198846454543
"366","WT",8.39696583818894
"367","WT",2.56646374343203
"368","WT",6.38655425226517
"369","WT",10.7881380574341
"370","WT",7.4911512550072
"371","WT",6.35751747792123
"372","WT",9.54718483215831
"373","WT",4.57004710164927
"374","WT",5.30344032800564
"375","WT",8.71850300909159
"376","WT",8.6820343715385
"377","WT",4.95764710611849
"378","WT",5.40808564923509
"379","WT",3.93908269551022
"380","WT",5.3540778399995
"381","WT",6.30544159972915
"382","WT",5.75784403879684
"383","WT",6.47419267647128
"384","WT",7.0086525595068
"385","WT",8.77178720222122
"386","WT",5.73890732632529
"387","WT",2.85410892263793
"388","WT",11.109303411492
"389","WT",2.01685175921136
"390","WT",9.18827414053419
"391","WT",7.30522121352245
"392","WT",5.61455589334254
"393","WT",11.2552741920649
"394","WT",6.92682878398154
"395","WT",2.07341496951151
"396","WT",5.92254623678772
"397","WT",3.82821864034642
"398","WT",12.0979725160403
"399","WT",6.02981466290361
"400","WT",4.19902484676654
"401","WT",1.06134858465963
"402","WT",3.44686104757991
"403","WT",7.77954302343221
"404","WT",7.87120426954296
"405","WT",9.7191839601265
"406","WT",6.05835610954625
"407","WT",6.79876484191753
"408","WT",4.91506606486015
"409","WT",7.77756135291792
"410","WT",6.5221418675606
"411","WT",6.57349724659338
"412","WT",7.73060314605303
"413","WT",4.19151807274167
"414","WT",3.99615848603784
"415","WT",6.67642204828666
"416","WT",2.79977231127048
"417","WT",7.58510014231036
"418","WT",9.86803570400194
"419","WT",5.625896761986
"420","WT",2.54094356540418
"421","WT",3.71863435736976
"422","WT",2.16267404287437
"423","WT",13.1506125284736
"424","WT",6.4599512200655
"425","WT",10.9597964256398
"426","WT",4.65296575657047
"427","WT",2.56275171264762
"428","WT",7.56693251871417
"429","WT",5.94728521332333
"430","WT",2.53335254610882
"431","WT",1.16843002187141
"432","WT",9.24422256576803
"433","WT",9.45649593443522
"434","WT",3.59808378326071
"435","WT",4.60078239757558
"436","WT",6.19082693328654
"437","WT",3.64854627296089
"438","WT",7.08283416184746
"439","WT",6.14852955673644
"440","WT",5.80206059290119
"441","WT",2.19960370770575
"442","WT",3.27798168093056
"443","WT",6.167984019721
"444","WT",3.78608736279545
"445","WT",4.48849268227405
"446","WT",8.49232304150428
"447","WT",13.6381763807475
"448","WT",5.34997192890273
"449","WT",4.75652815740181
"450","WT",2.71146385028526
"451","WT",3.8205123526595
"452","WT",4.11413190766264
"453","WT",4.1882343718929
"454","WT",4.31379729867813
"455","WT",7.1461892307381
"456","WT",-1.34319454141361
"457","WT",8.95967159329785
"458","WT",9.24461278980955
"459","WT",11.1414701256347
"460","WT",4.53093691007756
"461","WT",11.6978577697382
"462","WT",0.143368097568732
"463","WT",8.55993677521785
"464","WT",7.10386864055586
"465","WT",4.95936712088078
"466","WT",11.7126548612724
"467","WT",8.78531696184806
"468","WT",6.76610092156284
"469","WT",8.69908485010421
"470","WT",1.37717599435255
"471","WT",10.7081485405966
"472","WT",10.0311441404365
"473","WT",5.47274716596561
"474","WT",1.28931351322846
"475","WT",5.03274039260448
"476","WT",4.82533917468494
"477","WT",5.88115029335388
"478","WT",2.48780477312048
"479","WT",9.70635287598725
"480","WT",10.2525637056561
"481","WT",5.27860479992705
"482","WT",5.24450493652479
"483","WT",7.11487823119393
"484","WT",6.54761589612747
"485","WT",3.4861666162004
"486","WT",7.20356905517701
"487","WT",11.3460788156752
"488","WT",10.0873559440208
"489","WT",4.67911837501405
"490","WT",3.84864189911061
"491","WT",6.29155641885424
"492","WT",6.47079135837344
"493","WT",8.18827654768831
"494","WT",7.32659973411939
"495","WT",4.12448713961626
"496","WT",4.77028650995816
"497","WT",7.37464381818092
"498","WT",4.72912215924521
"499","WT",6.00618229138335
"500","WT",13.458255764579
"501","WT",5.88163932303424
"502","WT",8.70793064466961
"503","WT",4.1862850991705
"504","WT",9.19111982880966
"505","WT",7.84457205041192
"506","WT",4.58823161295694
"507","WT",3.16451722684817
"508","WT",2.81441166949262
"509","WT",8.64577401540532
"510","WT",3.43278615582786
"511","WT",1.30718036248734
"512","WT",4.80986648377326
"513","WT",7.09822246458529
"514","WT",3.84359409205437
"515","WT",11.8111359397762
"516","WT",7.1380835613214
"517","WT",3.35274925057496
"518","WT",6.77702808782382
"519","WT",8.28829911001533
"520","WT",8.2113326062518
"521","WT",5.62406502727291
"522","WT",11.2170708271696
"523","WT",4.38759669335164
"524","WT",3.84375942740093
"525","WT",1.97318145842781
"526","WT",3.51047533308071
"527","WT",3.96953739244641
"528","WT",8.99177827287268
"529","WT",3.82564156527978
"530","WT",6.18888599975533
"531","WT",5.81131369833585
"532","WT",9.92538195637319
"533","WT",2.55706415149834
"534","WT",1.56395217756086
"535","WT",10.3597315635898
"536","WT",6.31394734981349
"537","WT",5.06304685213384
"538","WT",3.40087111251081
"539","WT",7.0413271979314
"540","WT",7.28449519969845
"541","WT",9.87359463846148
"542","WT",1.48846075706941
"543","WT",0.427087180778768
"544","WT",7.58436794916914
"545","WT",9.67800669113136
"546","WT",4.97661206794425
"547","WT",5.14238531057896
"548","WT",11.6300672494633
"549","WT",8.48956234220531
"550","WT",-0.967299186069134
"551","WT",5.49703598422626
"552","WT",9.28198522806851
"553","WT",2.79781186628955
"554","WT",7.68465647077257
"555","WT",6.34006592901555
"556","WT",5.01659056038114
"557","WT",3.52841233804346
"558","WT",6.66838771543132
"559","WT",7.25221461858784
"560","WT",0.864032745219278
"561","WT",5.62985749454496
"562","WT",6.1323086639757
"563","WT",7.69750123562409
"564","WT",3.72273927870325
"565","WT",1.08266557395459
"566","WT",1.39839750329203
"567","WT",6.1340403586808
"568","WT",4.2655642780846
"569","WT",7.31337638161359
