"Time","Proportion","ProNeu","PreNeu","MatureNeu","Monocyte","B","T","NK","Megakaryocyte"
"d1",14.1856519505382,0.438535238615096,30.7740523773829,6.73617241425298,26.4784797002391,0.0286328632269721,21.9853314513745,3.08360052191321,10.4751954329952
"d1",14.5486052427441,8.17857397536078,12.310614360598,19.7139892450359,32.5560660239495,13.2718024039153,1.47756063708212,4.34158467472179,8.14980867933667
"d1",3.9102108636871,2.45909774326989,7.6046443009751,17.2617622037397,29.3556395648644,0.624009376420292,3.34651835383431,22.4327956908512,16.9155327660452
"d1",8.2267751917243,0.51171240753053,32.3166115727336,4.79339158144308,13.5417406492617,22.7393471187469,8.60224984796362,16.2332230264197,1.26172379590082
"d14",3.97173560922965,1.46153615746814,1.07442182835884,0.26258316417227,33.3760001683906,39.8782112010833,4.18885218888231,9.2907544757432,10.4676408159014
"d14",4.6843818994239,1.06691461204014,15.5573502182085,10.996531745057,11.037422451755,4.82794482177756,41.2019240816939,1.39536303384378,13.9165490356241
"d14",2.24869347177446,22.2233280891055,2.36798606616157,4.00734381095893,0.55807166963312,20.2753672759798,11.4629020067388,37.0861148689857,2.01888621243654
"d14",3.88878860860132,0.61477574396388,3.64622803088768,1.06409681055666,0.692699566823159,20.6345916102797,64.03547240347,7.06153132897668,2.2506045050422
"d30",0.679810355650261,26.2773801065647,3.62139829659867,5.82961770024363,11.8386492726242,24.613515485403,0.502268466011916,8.06068405365258,19.2564866189013
"d30",4.37069002189673,8.46252675330353,22.847398027464,3.23520802868122,4.5694361193863,35.2789219934147,2.42060295551004,3.69124276586131,19.494663356379
"d30",3.35540982894599,5.29441728027383,28.1059437696162,12.296809615044,9.70934410661295,16.976492219938,8.09449465093399,6.54480496276747,12.9776933948135
"d30",0.254734379705042,1.87177387607566,20.5005662525963,8.40295003027188,3.26472164924128,0.560424819161139,13.0014106888509,3.42481923791789,48.973333445885
"d30",1.99424204649404,7.35943810718374,15.2658723284114,22.9819639005747,0.0854524738639245,4.46183497131446,15.2036181986994,30.8293384121078,3.81248160784451
"d60",1.79933822830208,16.9995511115612,12.7358222369009,24.5368012520107,15.8769903941651,5.71167570990137,15.2847938928208,1.71601188701072,7.13835351562919
"d60",4.14159725420177,17.1317216850466,21.8507769575584,1.27485581390981,5.6632519502141,0.759848846618183,10.7856600271162,34.2514415917441,8.28244312779256
"d60",3.00187700311653,51.0302534247284,3.02339372639828,0.125320396337007,2.73033502660499,6.97716555848745,7.51405800537485,23.1235540698611,5.47591979220793
"d60",4.63585736346431,10.6430679701621,2.6728315564832,19.337389447422,50.2646579577418,10.3768859830295,2.29207219802023,3.43276750750083,0.98032737964029
"d90",2.1682340616826,28.6606257210344,7.14641039829964,11.6166537581633,20.8159586341181,2.44152129200377,0.164526430637147,25.4292998029553,3.72500396278826
"d90",1.64507099194452,34.4299200034131,1.65360619832478,18.8037564397161,7.08852715038448,0.97770482411737,21.2727668834359,5.66639841843772,10.1073200821706
"d90",2.81497844611295,8.78702848370087,5.07534510346845,44.5910913761377,3.36907424811473,6.26329367444709,3.60942878485192,13.542770561945,14.7619677673343
"d90",1.39193664886989,26.0452290609653,7.701624074654,3.54403834180198,7.36628514332792,16.1931086250828,12.1097364188607,12.2206418549002,14.8193364804071
"d90",0.921273597050458,1.00173834422974,44.6299830444643,19.3555285406798,1.43518857845534,26.1182531225847,1.22184068445365,4.22115298382886,2.01631470130348
">d180",3.188622466987,52.4181835066694,2.22124468129302,6.44333951016111,6.65584136636875,9.21105668643404,9.04939564498842,13.0831953948952,0.917743209190085
">d180",0.402287639444694,15.0787280207466,33.5993900803039,5.75587885391027,1.5896104080812,16.8726866210618,4.16552100683432,20.9390211994375,1.99916380962443
